"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"1678",39,"F","Caucasian","25 - 45","Low","Male",2,-1,3,0,0,"2013-03-14 05:07:03","2013-03-22 09:45:55",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1679",35,"F","Caucasian","25 - 45","Low","Male",1,0,1,0,0,"2013-05-27 12:28:20","2013-05-27 12:40:41",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1680",22,"M","Hispanic","Less than 25","Low","Male",0,-1,2,0,0,"2013-05-06 07:58:25","2013-05-07 07:41:29",0,1,"M","Less than 25","Hispanic","Male","LowScore"
"1681",37,"M","Hispanic","25 - 45","Low","Male",4,-1,4,0,0,"2013-08-09 11:34:29","2013-08-10 06:58:49",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"1682",60,"F","Hispanic","Greater than 45","Low","Male",0,-1,4,0,0,"2014-03-29 08:36:56","2014-03-30 07:53:26",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"1683",39,"F","Caucasian","25 - 45","Low","Female",1,-1,4,0,0,"2014-01-22 01:55:59","2014-01-29 08:33:18",0,1,"F","25 - 45","Caucasian","Female","LowScore"
"1684",70,"F","Other","Greater than 45","Low","Female",0,-1,1,0,0,"2013-04-18 08:51:08","2013-04-19 08:09:20",0,1,"F","Greater than 45","Other","Female","LowScore"
"1685",56,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-04-30 10:09:35","2013-05-06 09:12:18",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1686",30,"M","Caucasian","25 - 45","Low","Male",3,-1,3,0,0,"2014-03-08 08:19:22","2014-03-09 10:12:02",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1687",32,"F","African-American","25 - 45","Low","Male",3,-1,4,0,0,"2013-03-31 05:22:21","2013-04-01 02:19:01",0,1,"F","25 - 45","African-American","Male","LowScore"
"1688",46,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0,"2013-05-12 09:38:38","2013-05-14 08:29:03",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1689",50,"F","Caucasian","Greater than 45","Low","Male",3,-1,2,0,0,"2013-11-22 07:53:52","2013-12-04 05:08:47",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"1690",37,"F","Hispanic","25 - 45","Medium","Male",1,0,5,0,0,"2014-02-25 04:14:02","2014-02-27 02:35:00",0,1,"F","25 - 45","Hispanic","Male","HighScore"
"1691",40,"M","Caucasian","25 - 45","Low","Male",3,0,4,0,0,"2014-01-10 02:56:51","2014-02-19 11:13:51",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1692",53,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-01-18 04:05:07","2013-01-18 08:05:05",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"1693",33,"M","African-American","25 - 45","Low","Male",4,-1,3,0,0,"2014-03-22 02:06:49","2014-03-23 09:32:47",0,1,"M","25 - 45","African-American","Male","LowScore"
"1694",22,"M","African-American","Less than 25","Low","Female",0,-1,4,0,0,"2013-10-06 01:06:40","2013-10-07 08:44:19",0,1,"M","Less than 25","African-American","Female","LowScore"
"1695",24,"F","Caucasian","Less than 25","Low","Male",2,-1,2,0,0,"2013-09-11 05:34:21","2013-09-12 08:29:00",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"1696",26,"M","Caucasian","25 - 45","Medium","Male",5,-1,5,0,0,"2013-11-20 12:21:01","2013-11-26 05:30:07",0,1,"M","25 - 45","Caucasian","Male","HighScore"
"1697",24,"F","Caucasian","Less than 25","Low","Male",0,-1,2,0,0,"2014-02-05 07:22:17","2014-02-06 09:10:58",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"1698",57,"M","Caucasian","Greater than 45","Low","Female",0,-5,1,0,0,"2013-02-22 09:42:37","2013-02-23 07:56:35",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"1699",46,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-05-26 11:07:51","2013-05-28 07:56:52",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"1700",56,"F","African-American","Greater than 45","Medium","Male",16,-1,5,0,0,"2013-02-16 11:36:19","2013-02-17 01:39:22",0,1,"F","Greater than 45","African-American","Male","HighScore"
"1701",39,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-11-07 02:45:39","2013-11-07 09:01:07",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"1702",68,"M","Caucasian","Greater than 45","Low","Male",4,-1,1,0,0,"2014-02-09 03:36:05","2014-02-20 08:48:46",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"1703",38,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-08-27 12:55:12","2013-08-28 10:01:11",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1704",25,"F","Caucasian","25 - 45","Medium","Male",2,0,5,0,0,"2013-01-04 12:58:41","2013-01-05 06:15:10",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"1705",31,"F","Caucasian","25 - 45","Medium","Male",2,0,5,0,0,"2013-03-19 04:52:54","2013-04-04 08:16:47",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"1706",57,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-04 07:27:27","2013-03-05 02:00:07",0,1,"M","Greater than 45","Other","Male","LowScore"
"1707",42,"F","African-American","25 - 45","Low","Female",1,-1,2,0,0,"2013-10-21 06:00:21","2013-10-22 01:59:31",0,1,"F","25 - 45","African-American","Female","LowScore"
"1708",27,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-08-03 04:44:27","2013-08-04 07:42:20",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1709",50,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-04 01:55:09","2013-02-04 10:08:08",0,1,"M","Greater than 45","Hispanic","Male","LowScore"
"1710",27,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-01-30 08:22:40","2013-01-31 07:32:24",0,1,"F","25 - 45","African-American","Male","HighScore"
"1711",30,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-18 08:26:44","2013-01-19 01:18:54",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1712",30,"F","Other","25 - 45","Low","Male",2,-1,1,0,0,"2013-02-01 07:57:47","2013-02-02 08:53:50",0,1,"F","25 - 45","Other","Male","LowScore"
"1713",25,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-03-19 04:15:00","2013-03-20 07:31:24",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1714",38,"M","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-03-28 01:18:25","2013-03-29 03:48:52",0,1,"M","25 - 45","African-American","Male","LowScore"
"1715",40,"F","Hispanic","25 - 45","Medium","Male",0,0,5,0,0,"2013-09-22 03:48:15","2013-11-26 01:12:39",0,1,"F","25 - 45","Hispanic","Male","HighScore"
"1716",49,"M","Caucasian","Greater than 45","Low","Female",4,-1,2,0,0,"2013-10-29 05:20:32","2013-11-02 02:40:16",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"1717",35,"M","Caucasian","25 - 45","Low","Female",2,-3,3,0,0,"2013-08-02 11:15:20","2013-08-04 08:22:38",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"1718",25,"F","Other","25 - 45","Low","Male",0,-1,4,0,0,"2013-12-19 11:03:21","2013-12-21 04:28:19",0,1,"F","25 - 45","Other","Male","LowScore"
"1719",21,"F","Caucasian","Less than 25","Low","Male",1,-1,4,0,0,"2013-12-24 03:45:52","2013-12-25 02:37:17",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"1720",28,"F","Caucasian","25 - 45","Low","Male",3,-1,3,0,0,"2013-05-21 07:48:21","2013-07-11 02:10:57",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1721",32,"M","Asian","25 - 45","Low","Male",0,-1,1,0,0,"2013-09-11 03:41:17","2013-09-12 08:28:43",0,1,"M","25 - 45","Asian","Male","LowScore"
"1722",51,"F","African-American","Greater than 45","Low","Male",2,-1,3,0,0,"2013-09-08 09:34:56","2013-10-03 08:51:19",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1723",58,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0,"2014-03-03 02:58:09","2014-03-05 04:31:06",0,1,"M","Greater than 45","Hispanic","Male","LowScore"
"1724",28,"F","Other","25 - 45","Low","Female",1,0,2,0,0,"2013-05-14 02:30:57","2013-05-14 07:42:24",0,1,"F","25 - 45","Other","Female","LowScore"
"1725",30,"M","African-American","25 - 45","Low","Female",2,-1,3,0,0,"2013-08-28 09:16:57","2013-08-29 07:25:16",0,1,"M","25 - 45","African-American","Female","LowScore"
"1726",50,"F","Caucasian","Greater than 45","Low","Male",1,-1,2,0,0,"2013-04-02 08:14:47","2013-04-03 08:17:43",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"1727",26,"M","Hispanic","25 - 45","Low","Male",2,0,1,0,0,"2014-02-11 12:38:04","2014-02-11 08:51:19",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"1728",51,"F","Caucasian","Greater than 45","Medium","Female",0,-1,5,0,0,"2013-01-26 10:20:37","2013-01-28 08:30:53",0,1,"F","Greater than 45","Caucasian","Female","HighScore"
"1729",43,"M","Caucasian","25 - 45","Low","Male",0,-1,4,0,0,"2014-02-18 05:27:55","2014-02-19 02:01:25",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1730",22,"F","African-American","Less than 25","Low","Male",1,0,4,0,0,"2013-04-20 12:32:51","2013-04-22 09:19:28",0,1,"F","Less than 25","African-American","Male","LowScore"
"1731",36,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-04-27 04:02:04","2013-04-28 03:43:31",0,1,"F","25 - 45","African-American","Male","LowScore"
"1732",24,"F","African-American","Less than 25","Low","Male",0,-1,2,0,0,"2013-12-11 11:10:23","2013-12-12 08:41:07",0,1,"F","Less than 25","African-American","Male","LowScore"
"1733",26,"F","Caucasian","25 - 45","Medium","Male",2,0,5,0,0,"2013-04-29 12:10:42","2013-04-29 06:51:38",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"1734",29,"F","African-American","25 - 45","Low","Female",0,-3,4,0,0,"2013-04-05 11:21:31","2013-04-06 01:18:28",0,1,"F","25 - 45","African-American","Female","LowScore"
"1735",29,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0,"2013-08-01 06:50:52","2013-08-02 02:08:47",0,1,"M","25 - 45","African-American","Female","LowScore"
"1736",50,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-16 06:13:41","2014-03-17 02:19:32",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"1737",31,"F","African-American","25 - 45","Low","Female",0,0,3,0,0,"2014-02-17 12:34:37","2014-02-17 09:33:27",0,1,"F","25 - 45","African-American","Female","LowScore"
"1738",22,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2013-03-05 01:56:24","2013-03-06 07:34:50",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"1739",27,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-03-23 07:09:29","2013-03-24 07:23:23",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1740",21,"M","Other","Less than 25","Low","Female",0,-1,4,0,0,"2013-08-29 09:09:59","2013-08-30 08:31:19",0,1,"M","Less than 25","Other","Female","LowScore"
"1741",80,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-17 12:58:22","2013-03-18 02:20:57",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"1742",68,"M","African-American","Greater than 45","Low","Male",6,-1,4,0,0,"2013-09-21 10:10:59","2013-09-24 04:44:52",0,1,"M","Greater than 45","African-American","Male","LowScore"
"1743",36,"F","Caucasian","25 - 45","Medium","Male",1,-1,5,0,0,"2013-09-14 07:24:56","2013-09-15 04:24:09",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"1744",31,"M","African-American","25 - 45","Medium","Female",1,-1,5,0,0,"2013-02-01 09:12:20","2013-02-02 05:51:04",0,1,"M","25 - 45","African-American","Female","HighScore"
"1745",25,"F","African-American","25 - 45","Low","Female",1,-13,3,0,0,"2013-08-22 05:18:15","2013-09-04 05:19:31",0,1,"F","25 - 45","African-American","Female","LowScore"
"1746",25,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-12-05 09:04:52","2013-12-06 08:24:30",0,1,"F","25 - 45","African-American","Male","LowScore"
"1747",44,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-10-20 01:02:00","2013-10-21 07:40:50",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"1748",33,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-06 11:44:29","2013-05-07 01:25:39",0,1,"F","25 - 45","African-American","Male","LowScore"
"1749",44,"F","Caucasian","25 - 45","Medium","Male",3,-4,5,0,0,"2013-03-22 11:44:12","2013-03-23 07:50:49",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"1750",41,"M","African-American","25 - 45","Low","Female",0,0,1,0,0,"2013-03-23 03:53:04","2013-03-24 06:30:15",0,1,"M","25 - 45","African-American","Female","LowScore"
"1751",30,"F","African-American","25 - 45","Medium","Male",1,-1,5,0,0,"2013-02-19 11:27:33","2013-03-13 05:49:26",0,1,"F","25 - 45","African-American","Male","HighScore"
"1752",32,"F","Hispanic","25 - 45","Low","Female",0,-3,2,0,0,"2013-09-06 01:25:48","2013-09-06 09:12:22",0,1,"F","25 - 45","Hispanic","Female","LowScore"
"1753",39,"F","Caucasian","25 - 45","Low","Male",1,-4,1,0,0,"2014-01-24 01:00:03","2014-01-25 02:10:46",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1754",63,"M","Caucasian","Greater than 45","Low","Male",5,-1,1,0,0,"2013-03-01 09:14:42","2013-03-05 10:01:18",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"1755",24,"F","Caucasian","Less than 25","Medium","Male",3,-1,5,0,0,"2013-05-08 11:47:13","2013-05-09 07:58:42",0,1,"F","Less than 25","Caucasian","Male","HighScore"
"1756",48,"F","Caucasian","Greater than 45","Low","Female",0,-1,2,0,0,"2013-05-24 08:33:21","2013-05-26 07:23:38",0,1,"F","Greater than 45","Caucasian","Female","LowScore"
"1757",37,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-02 02:37:37","2013-05-15 05:49:31",0,1,"F","25 - 45","African-American","Male","LowScore"
"1758",20,"M","Other","Less than 25","Medium","Female",0,-1,5,0,0,"2014-02-26 02:24:25","2014-02-27 08:10:28",0,1,"M","Less than 25","Other","Female","HighScore"
"1759",64,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-08-19 07:58:52","2013-08-20 07:56:24",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"1760",43,"F","Caucasian","25 - 45","Low","Male",8,-1,3,0,0,"2013-01-12 12:14:44","2013-01-14 02:47:11",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1761",33,"M","Caucasian","25 - 45","Low","Female",1,-5,3,0,0,"2013-01-17 10:44:28","2013-01-18 04:27:34",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"1762",44,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-03-20 01:14:13","2013-03-22 04:13:35",0,1,"F","25 - 45","African-American","Male","LowScore"
"1763",31,"F","African-American","25 - 45","Low","Male",0,0,2,0,0,"2014-02-02 05:21:54","2014-02-03 01:20:35",0,1,"F","25 - 45","African-American","Male","LowScore"
"1764",25,"M","Hispanic","25 - 45","Low","Female",0,-3,3,0,0,"2013-04-26 05:54:05","2013-04-26 08:05:35",0,1,"M","25 - 45","Hispanic","Female","LowScore"
"1765",43,"M","African-American","25 - 45","Low","Female",2,-17,2,0,0,"2013-12-22 11:44:51","2014-01-08 10:45:35",0,1,"M","25 - 45","African-American","Female","LowScore"
"1766",34,"M","Other","25 - 45","Low","Male",2,-1,1,0,0,"2013-12-26 03:49:10","2013-12-27 09:51:55",0,1,"M","25 - 45","Other","Male","LowScore"
"1767",44,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-12 06:53:23","2013-05-17 12:00:04",0,1,"F","25 - 45","Other","Male","LowScore"
"1768",55,"M","Hispanic","Greater than 45","Low","Female",0,-1,1,0,0,"2014-01-20 03:07:14","2014-01-21 01:35:53",0,1,"M","Greater than 45","Hispanic","Female","LowScore"
"1769",29,"F","African-American","25 - 45","Low","Male",6,-26,2,0,0,"2014-01-12 05:40:58","2014-02-07 10:54:39",0,1,"F","25 - 45","African-American","Male","LowScore"
"1770",31,"M","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-08-14 04:57:47","2013-08-15 07:27:09",0,1,"M","25 - 45","Other","Male","LowScore"
"1771",52,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-11 12:45:52","2013-03-12 03:29:13",0,1,"F","Greater than 45","Other","Male","LowScore"
"1772",59,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-03-24 01:58:50","2013-03-25 08:08:20",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"1773",23,"F","African-American","Less than 25","Low","Female",1,-1,3,0,0,"2013-11-06 03:13:30","2013-11-07 02:07:09",0,1,"F","Less than 25","African-American","Female","LowScore"
"1774",51,"F","Hispanic","Greater than 45","Low","Male",1,-12,1,0,0,"2013-10-09 10:39:23","2013-10-16 05:04:21",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"1775",34,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-03-31 12:16:34","2013-03-31 05:04:52",0,1,"F","25 - 45","African-American","Male","LowScore"
"1776",32,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-17 05:08:44","2013-11-18 02:11:05",0,1,"F","25 - 45","Other","Male","LowScore"
"1777",54,"F","African-American","Greater than 45","Low","Male",1,-1,3,0,0,"2013-09-18 10:24:01","2013-09-19 08:42:52",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1778",36,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-03-13 02:27:45","2013-03-13 07:08:18",0,1,"F","25 - 45","African-American","Male","LowScore"
"1779",61,"M","Caucasian","Greater than 45","Low","Male",0,-4,1,0,0,"2013-05-31 09:09:37","2013-06-01 08:30:27",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"1780",38,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0,"2013-01-05 06:24:13","2013-01-06 08:58:18",0,1,"M","25 - 45","African-American","Female","LowScore"
"1781",41,"F","Hispanic","25 - 45","Low","Male",9,-1,2,0,0,"2013-05-05 04:10:51","2013-05-14 11:36:09",0,1,"F","25 - 45","Hispanic","Male","LowScore"
"1782",32,"F","African-American","25 - 45","Low","Male",0,0,3,0,0,"2013-08-13 04:44:44","2013-08-14 08:27:05",0,1,"F","25 - 45","African-American","Male","LowScore"
"1783",68,"F","African-American","Greater than 45","Low","Male",2,0,4,0,0,"2013-12-20 03:05:36","2013-12-20 08:39:18",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1784",24,"M","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2014-03-16 10:38:41","2014-03-18 05:32:41",0,1,"M","Less than 25","African-American","Male","LowScore"
"1785",30,"F","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-01-22 06:24:52","2013-02-01 09:53:21",0,1,"F","25 - 45","Other","Male","LowScore"
"1786",41,"F","African-American","25 - 45","Low","Male",1,-1,4,0,0,"2014-02-22 11:14:46","2014-02-25 07:09:00",0,1,"F","25 - 45","African-American","Male","LowScore"
"1787",55,"F","Other","Greater than 45","Low","Male",4,-1,1,0,0,"2014-01-10 04:54:10","2014-01-15 12:17:38",0,1,"F","Greater than 45","Other","Male","LowScore"
"1788",33,"F","Caucasian","25 - 45","Low","Male",1,-4,4,0,0,"2013-03-03 01:55:16","2013-03-06 07:18:53",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"1789",23,"F","African-American","Less than 25","Low","Male",0,-1,2,0,0,"2014-02-05 09:02:47","2014-02-06 10:06:16",0,1,"F","Less than 25","African-American","Male","LowScore"
"1790",51,"F","Caucasian","Greater than 45","Low","Female",0,-2,1,0,0,"2013-01-30 08:18:59","2013-01-31 08:50:16",0,1,"F","Greater than 45","Caucasian","Female","LowScore"
"1791",36,"M","Caucasian","25 - 45","Low","Male",1,-1,2,0,0,"2014-01-04 09:29:21","2014-01-05 02:30:46",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"1792",57,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2013-05-04 02:39:10","2013-08-21 09:19:11",0,1,"M","Greater than 45","Hispanic","Male","LowScore"
"1793",43,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-12-06 04:49:34","2013-12-06 08:32:43",0,1,"M","25 - 45","African-American","Male","LowScore"
"1794",47,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2014-02-16 06:32:47","2014-02-17 01:03:05",0,1,"M","Greater than 45","Other","Male","LowScore"
"1795",60,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-12-21 09:55:31","2013-12-22 01:18:00",0,1,"F","Greater than 45","African-American","Male","LowScore"
"1796",28,"M","Caucasian","25 - 45","Low","Female",0,-6,3,0,0,"2013-08-31 09:26:46","2013-09-01 05:23:23",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"1797",54,"F","Other","Greater than 45","Low","Male",1,-2,1,0,0,"2013-06-30 05:09:32","2013-07-02 10:44:07",0,1,"F","Greater than 45","Other","Male","LowScore"
"1798",34,"M","Other","25 - 45","Low","Female",0,0,1,0,0,"2014-01-25 09:11:58","2014-01-26 02:13:57",0,1,"M","25 - 45","Other","Female","LowScore"
"1799",48,"F","Other","Greater than 45","Low","Male",1,-21,1,0,0,"2013-08-21 04:29:00","2013-09-11 11:37:03",0,1,"F","Greater than 45","Other","Male","LowScore"
"1800",45,"M","Caucasian","Greater than 45","Low","Male",2,0,4,0,0,"2013-02-07 02:17:57","2013-02-10 01:49:12",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
